policy,episode,seed,steps,total_reward,generated_tasks,hits,misses,pending_tasks,success_rate,miss_rate,total_energy_used,mean_pending_tasks,max_pending_tasks
edf,7,14,26,-21.687999999999988,50.0,3.0,2.0,45.0,0.6,0.4,604.7999999999986,26.26923076923077,45.0
edf,8,15,26,5.544000000000015,39.0,4.0,1.0,34.0,0.8,0.2,585.5999999999983,19.115384615384617,34.0
edf,9,16,26,43.400000000000006,45.0,7.0,0.0,38.0,1.0,0.0,491.999999999999,22.26923076923077,38.0
edf,10,17,26,-12.671999999999985,40.0,2.0,1.0,37.0,0.6666666666666666,0.3333333333333333,571.1999999999986,17.653846153846153,37.0
edf,11,18,26,-16.61599999999998,46.0,3.0,2.0,41.0,0.6,0.4,585.5999999999983,21.46153846153846,41.0
edf,12,19,26,-10.11999999999999,44.0,3.0,1.0,40.0,0.75,0.25,563.9999999999987,25.03846153846154,40.0
edf,13,20,26,-22.98399999999999,55.0,3.0,2.0,50.0,0.6,0.4,554.3999999999986,28.192307692307693,50.0
edf,14,21,26,-50.47199999999999,46.0,1.0,3.0,42.0,0.25,0.75,643.1999999999985,24.615384615384617,42.0
edf,15,22,26,-7.34399999999999,55.0,3.0,1.0,51.0,0.75,0.25,566.3999999999987,22.807692307692307,51.0
edf,16,23,26,-7.159999999999986,44.0,2.0,0.0,42.0,1.0,0.0,635.9999999999984,21.576923076923077,42.0
edf,17,24,26,7.416000000000011,38.0,3.0,0.0,35.0,1.0,0.0,578.3999999999988,17.46153846153846,35.0
edf,18,25,26,9.344000000000015,47.0,4.0,0.0,43.0,1.0,0.0,525.5999999999987,25.96153846153846,43.0
edf,19,26,26,-27.207999999999984,58.0,2.0,1.0,55.0,0.6666666666666666,0.3333333333333333,664.7999999999986,31.423076923076923,55.0
slo-risk,0,7,26,-18.68799999999999,47.0,3.0,2.0,42.0,0.6,0.4,604.7999999999988,23.307692307692307,42.0
slo-risk,1,8,26,5.128000000000017,37.0,3.0,0.0,34.0,1.0,0.0,571.1999999999985,19.653846153846153,34.0
slo-risk,2,9,26,-51.22399999999999,60.0,2.0,3.0,55.0,0.4,0.6,638.3999999999985,35.46153846153846,57.0
slo-risk,3,10,26,-23.831999999999987,37.0,2.0,2.0,33.0,0.5,0.5,619.1999999999986,18.153846153846153,33.0
slo-risk,4,11,26,-37.24799999999998,40.0,1.0,2.0,37.0,0.3333333333333333,0.6666666666666666,640.7999999999984,21.423076923076923,37.0
slo-risk,5,12,26,24.232000000000006,37.0,5.0,0.0,32.0,1.0,0.0,508.7999999999988,21.0,32.0
slo-risk,6,13,26,-21.239999999999984,51.0,2.0,1.0,48.0,0.6666666666666666,0.3333333333333333,599.9999999999984,26.076923076923077,48.0
slo-risk,7,14,26,-11.591999999999988,50.0,3.0,1.0,46.0,0.75,0.25,595.1999999999985,26.307692307692307,46.0
slo-risk,8,15,26,5.544000000000015,39.0,4.0,1.0,34.0,0.8,0.2,585.5999999999983,19.115384615384617,34.0
slo-risk,9,16,26,22.83200000000001,45.0,5.0,0.0,40.0,1.0,0.0,520.7999999999988,22.615384615384617,40.0
slo-risk,10,17,26,-12.671999999999985,40.0,2.0,1.0,37.0,0.6666666666666666,0.3333333333333333,571.1999999999986,17.653846153846153,37.0
slo-risk,11,18,26,-26.023999999999983,46.0,3.0,3.0,40.0,0.5,0.5,542.3999999999985,21.26923076923077,40.0
slo-risk,12,19,26,0.10400000000000964,44.0,4.0,1.0,39.0,0.8,0.2,549.5999999999989,24.923076923076923,39.0
slo-risk,13,20,26,-22.98399999999999,55.0,3.0,2.0,50.0,0.6,0.4,554.3999999999986,28.192307692307693,50.0
slo-risk,14,21,26,-50.47199999999999,46.0,1.0,3.0,42.0,0.25,0.75,643.1999999999985,24.615384615384617,42.0
slo-risk,15,22,26,-8.02399999999999,55.0,2.0,1.0,52.0,0.6666666666666666,0.3333333333333333,566.3999999999987,23.5,52.0
slo-risk,16,23,26,-7.159999999999986,44.0,2.0,0.0,42.0,1.0,0.0,635.9999999999984,21.576923076923077,42.0
slo-risk,17,24,26,17.86400000000001,38.0,4.0,0.0,34.0,1.0,0.0,549.5999999999989,17.26923076923077,34.0
slo-risk,18,25,26,-1.3279999999999819,47.0,3.0,1.0,43.0,0.75,0.25,568.7999999999987,26.192307692307693,43.0
slo-risk,19,26,26,-17.207999999999984,58.0,2.0,1.0,55.0,0.6666666666666666,0.3333333333333333,664.7999999999986,31.423076923076923,55.0
